@RELATION triangle

@ATTRIBUTE X numeric
@ATTRIBUTE Y numeric

@DATA
0.112428,0.184755
0.870693,0.164661
0.888958,0.02634
0.533523,0.139409
0.223091,0.033628
0.512252,0.969227
0.151996,0.231774
0.547978,0.783167
0.519727,0.799398
0.307121,0.378087
0.4112,0.605951
0.351589,0.658206
0.664453,0.051528
0.565092,0.774527
0.738582,0.401225
0.747406,0.026034
0.35526,0.325318
0.683037,0.525979
0.740432,0.382357
0.59608,0.575571
0.385011,0.544023
0.665102,0.108484
0.632102,0.582015
0.385469,0.763572
0.525012,0.507843
0.089577,0.049637
0.816111,0.042047
0.720053,0.385404
0.236688,0.394175
0.638754,0.023448
0.266187,0.312485
0.101424,0.01187
0.485365,0.863958
0.333291,0.364491
0.501021,0.203238
0.256862,0.404957
0.486801,0.453594
0.382994,0.346966
0.621321,0.595178
0.742325,0.088962
0.346811,0.496024
0.760145,0.004914
0.226932,0.153558
0.449864,0.639598
0.885131,0.008632
0.485026,0.036017
0.580238,0.381264
0.291983,0.291019
0.370912,0.585736
0.630924,0.729008
0.470679,0.013534
0.512058,0.551812
0.782302,0.027578
0.629179,0.68836
0.860601,0.094307
0.450043,0.274224
0.445047,0.539201
0.48309,0.144307
0.649806,0.6498
0.272129,0.37374
0.244064,0.400056
0.354269,0.05498
0.200652,0.289835
0.568952,0.501485
0.896407,0.162568
0.542192,0.084874
0.426062,0.445456
0.441849,0.589095
0.401071,0.328217
0.759864,0.204877
0.425816,0.301337
0.473319,0.364374
0.380078,0.338656
0.588978,0.226181
0.389363,0.292586
0.20544,0.370376
0.470254,0.485281
0.202748,0.288567
0.621994,0.189316
0.500646,0.479216
0.433919,0.556589
0.70014,0.122287
0.571681,0.138721
0.49626,0.580077
0.545341,0.387883
0.513223,0.700848
0.565944,0.715608
0.748662,0.246008
0.583494,0.827793
0.655982,0.388495
0.842835,0.167386
0.439295,0.157436
0.578869,0.815773
0.483995,0.427783
0.602752,0.081787
0.268713,0.40029
0.443096,0.301341
0.308852,0.523154
0.573416,0.433378
0.398663,0.695682
0.938765,0.111815
0.09145,0.041052
0.345537,0.65836
0.686955,0.019256
0.500203,0.693112
0.432088,0.704639
0.33045,0.12811
0.655721,0.12694
0.743755,0.321666
0.705294,0.31412
0.624358,0.461723
0.48466,0.071349
0.368008,0.635826
0.561132,0.074316
0.370696,0.444964
0.469499,0.114699
0.777028,0.383801
0.317719,0.047014
0.462064,0.213414
0.330552,0.105127
0.599791,0.396998
0.195508,0.005425
0.594329,0.146716
0.318178,0.162554
0.599929,0.676239
0.495933,0.578403
0.460053,0.390504
0.70826,0.098973
0.664534,0.04114
0.769486,0.095534
0.568139,0.448076
0.84469,0.042883
0.617034,0.283879
0.35962,0.338834
0.103792,0.03189
0.30689,0.449836
0.411364,0.155552
0.866175,0.046003
0.571596,0.565927
0.856266,0.127317
0.292174,0.314768
0.395811,0.380129
0.849059,0.04186
0.49594,0.102067
0.418159,0.107866
0.548822,0.569105
0.504411,0.407834
0.72259,0.379783
0.579516,0.392144
0.223585,0.237821
0.327202,0.403012
0.113108,0.147078
0.141858,0.132068
0.089854,0.054807
0.336363,0.598361
0.115022,0.059839
0.693546,0.268961
0.460659,0.837393
0.531659,0.398555
0.330895,0.144101
0.699293,0.537726
0.627201,0.734746
0.11144,0.036992
0.573437,0.438179
0.212761,0.155478
0.348615,0.220814
0.672502,0.636343
0.469721,0.505005
0.441006,0.560973
0.182809,0.193721
0.505695,0.741936
0.523895,0.950518
0.348576,0.454171
0.532338,0.754127
0.550728,0.476761
0.296583,0.235072
0.645305,0.473224
0.343447,0.190857
0.273576,0.084347
0.498058,0.208616
0.213907,0.305036
0.628104,0.00771
0.191603,0.202679
0.51076,0.16442
0.901191,0.057106
0.354045,0.320905
0.738645,0.507978
0.719036,0.272016
0.345596,0.582476
0.426848,0.00181
0.323464,0.619661
0.752241,0.001727
0.29352,0.20308
0.644293,0.710205
0.487428,0.17838
0.446567,0.472748
0.489025,0.34825
0.732117,0.20465
0.766945,0.016837
0.546825,0.503866
0.472211,0.31791
0.424977,0.127016
0.73102,0.195158
0.656504,0.243875
0.519244,0.337111
0.47294,0.836871
0.400608,0.524674
0.482379,0.428988
0.625011,0.64256
0.539992,0.034166
0.269023,0.058014
0.385961,0.694283
0.43877,0.012628
0.444529,0.448164
0.160565,0.060837
0.873852,0.103407
0.496835,0.119527
0.36634,0.188678
0.742934,0.121392
0.189198,0.146734
0.51982,0.297261
0.472089,0.933169
0.504442,0.525281
0.512124,0.450993
0.363039,0.364988
0.758108,0.01122
0.485572,0.909913
0.664033,0.099291
0.254069,0.418005
0.369943,0.047995
0.678201,0.293172
0.452591,0.142412
0.952784,0.031804
0.55915,0.662933
0.376414,0.00893
0.080591,0.062524
0.153694,0.206335
0.484555,0.921222
0.457609,0.500126
0.212411,0.100544
0.4997,0.946598
0.500555,0.828164
0.657334,0.571298
0.590386,0.220949
0.384092,0.578581
0.48863,0.674452
0.45642,0.213532
0.469145,0.127289
0.472528,0.229403
0.807916,0.028534
0.959957,0.051842
0.80012,0.085718
0.941187,0.08675
0.728213,0.010208
0.156867,0.305734
0.610992,0.548514
0.588857,0.777484
0.328106,0.497375
0.276134,0.304133
0.350545,0.497925
0.777391,0.007481
0.866116,0.168124
0.420693,0.006609
0.317336,0.61222
0.486976,0.576479
0.510665,0.543516
0.620913,0.492629
0.939416,0.113503
0.373651,0.206271
0.303853,0.180746
0.608254,0.234462
0.812316,0.128859
0.581315,0.255554
0.773206,0.108196
0.621859,0.09734
0.144956,0.068706
0.514334,0.570407
0.523496,0.29591
0.118131,0.140253
0.200421,0.327787
0.196739,0.100003
0.55204,0.345052
0.521871,0.500537
0.396101,0.201496
0.944994,0.107838
0.382297,0.217739
0.392816,0.014473
0.317343,0.416397
0.57044,0.537355
0.279313,0.221447
0.579614,0.29792
0.395885,0.649845
0.703109,0.190735
0.471639,0.163716
0.37446,0.370555
0.479871,0.33375
0.939868,0.035375
0.601894,0.663177
0.684791,0.242851
0.890041,0.169823
0.505839,0.07944
0.533475,0.775936
0.657681,0.523559
0.861108,0.20506
0.671995,0.051338
0.676703,0.500928
0.564689,0.716661
0.31689,0.076772
0.138564,0.094671
0.647223,0.042122
0.059746,0.076416
0.413616,0.546436
0.76048,0.280326
0.341861,0.49487
0.778696,0.328705
0.554096,0.313213
0.820518,0.062515
0.159834,0.184298
0.30449,0.177739
0.565284,0.521958
0.338638,0.184135
0.619114,0.222858
0.522804,0.87397
0.50615,0.560078
0.724532,0.540117
0.120136,0.055182
0.320725,0.310572
0.595845,0.342424
0.450737,0.188769
0.515444,0.007229
0.889526,0.162341
0.502291,0.766739
0.559274,0.843262
0.593829,0.43913
0.183066,0.340395
0.503741,0.852599
0.713441,0.105715
0.42952,0.311213
0.558859,0.375086
0.379516,0.241017
0.589043,0.473491
0.567668,0.531737
0.274372,0.415784
0.470012,0.814309
0.534118,0.352019
0.405799,0.290459
0.49322,0.113064
0.575583,0.089852
0.570214,0.008235
0.083741,0.022674
0.302042,0.553847
0.597709,0.504891
0.289663,0.049271
0.748273,0.360754
0.732519,0.322387
0.447413,0.758981
0.112831,0.212395
0.733708,0.064832
0.907922,0.03793
0.289163,0.144807
0.309127,0.443443
0.270788,0.503767
0.396949,0.507536
0.263412,0.374054
0.515784,0.122602
0.426546,0.84933
0.434635,0.272001
0.301741,0.090807
0.692444,0.547899
0.414168,0.548546
0.925679,0.128282
0.568438,0.71918
0.58701,0.562322
0.074288,0.031145
0.56584,0.034535
0.194716,0.161519
0.441587,0.388782
0.809126,0.191643
0.577557,0.064132
0.334729,0.604382
0.698561,0.420861
0.651968,0.627224
0.71447,0.192068
0.881046,0.073871
0.703241,0.193635
0.597064,0.773884
0.261969,0.411983
0.667428,0.662594
0.226481,0.270691
0.471933,0.501303
0.229689,0.455498
0.214327,0.241822
0.590577,0.320573
0.490188,0.259403
0.859486,0.232591
0.229907,0.326236
0.586192,0.317495
0.396999,0.66287
0.727712,0.162593
0.650304,0.518741
0.426741,0.640842
0.440128,0.321854
0.775994,0.347329
0.815793,0.254555
0.67956,0.02781
0.836885,0.145824
0.454375,0.418679
0.721405,0.271967
0.456413,0.437826
0.713086,0.123958
0.9063,0.14878
0.476824,0.482147
0.520933,0.149204
0.551615,0.294143
0.848133,0.118242
0.820403,0.331974
0.653943,0.482776
0.060355,0.012056
0.466769,0.686913
0.375474,0.517428
0.456836,0.001643
0.837338,0.08679
0.763571,0.050899
0.542491,0.156288
0.789961,0.371321
0.464117,0.840857
0.301429,0.269561
0.483632,0.648613
0.613471,0.213694
0.468148,0.19144
0.563443,0.281842
0.236478,0.091021
0.887214,0.205639
0.531551,0.663618
0.568439,0.678536
0.641191,0.551654
0.443717,0.482937
0.472264,0.736857
0.462727,0.002799
0.539839,0.056688
0.770333,0.173391
0.476506,0.111375
0.411572,0.14288
0.311593,0.216527
0.495384,0.702745
0.486647,0.68851
0.1957,0.16562
0.477559,0.378163
0.600752,0.141504
0.454504,0.06743
0.665186,0.187971
0.694466,0.500219
0.165217,0.122669
0.289048,0.102946
0.292554,0.129783
0.470277,0.511606
0.826513,0.169572
0.53179,0.207004
0.40692,0.38297
0.610101,0.329881
0.623249,0.03461
0.334244,0.506618
0.180127,0.202079
0.127436,0.160212
0.347576,0.086674
0.450069,0.163623
0.604747,0.256583
0.426512,0.772205
0.366737,0.427204
0.472454,0.499123
0.464768,0.921409
0.988703,0.005754
0.555395,0.364535
0.276686,0.274856
0.740689,0.203234
0.253827,0.10415
0.930164,0.073416
0.701509,0.031607
0.444757,0.739223
0.469158,0.527754
0.410885,0.419461
0.474724,0.7246
0.374554,0.700289
0.536173,0.783626
0.832652,0.077245
0.066365,0.024334
0.438459,0.703014
0.729628,0.404
0.442831,0.194178
0.64233,0.049113
0.672899,0.623831
0.300961,0.566036
0.300431,0.334195
0.507302,0.320923
0.770507,0.342611
0.436659,0.230924
0.495549,0.212808
0.446515,0.239727
0.540406,0.092081
0.37792,0.186184
0.546407,0.307856
0.16013,0.141
0.233893,0.143269
0.385906,0.462706
0.396073,0.223855
0.639756,0.265141
0.416738,0.456782
0.311707,0.3981
0.239343,0.164675
0.572843,0.385949
0.327946,0.2285
0.890786,0.101086
0.724801,0.199501
0.462294,0.102594
0.461582,0.838005
0.52704,0.693582
0.227181,0.245439
0.692774,0.074693
0.423071,0.620418
0.362202,0.273845
0.778633,0.100168
0.458026,0.548877
0.340753,0.238091
0.855274,0.14759
0.341913,0.073599
0.451068,0.775169
0.5643,0.688564
0.81843,0.170593
0.713876,0.262387
0.445692,0.820354
0.365098,0.189598
0.16288,0.105768
0.659903,0.348519
0.323157,0.44455
0.336763,0.580912
0.709833,0.331538
0.458996,0.631719
0.477291,0.324466
0.605488,0.631884
0.461852,0.009138
0.8061,0.356663
0.250393,0.286814
0.66893,0.357714
0.340498,0.066709
0.848761,0.156967
0.6351,0.044483
0.758923,0.401
0.351776,0.290723
0.502113,0.90764
0.655657,0.477619
0.567666,0.675469
0.545728,0.830367
0.617297,0.591818
0.490426,0.650123
0.446421,0.329025
0.513641,0.218013
0.463062,0.89323
0.377078,0.269085
0.304003,0.378953
0.485202,0.128955
0.496233,0.777142
0.133376,0.117516
0.377882,0.145757
0.681515,0.373376
0.24702,0.019381
0.536893,0.749564
0.297337,0.339848
0.576645,0.2614
0.151059,0.085832
0.457256,0.524328
0.366059,0.047984
0.350001,0.100545
0.234931,0.247167
0.538886,0.807841
0.744653,0.504335
0.278163,0.332294
0.37419,0.021267
0.488891,0.64895
0.193139,0.276602
0.372159,0.594859
0.529797,0.575422
0.631433,0.562371
0.752645,0.265364
0.55242,0.487544
0.294296,0.435047
0.504106,0.764674
0.624268,0.220875
0.599116,0.445848
0.318819,0.16733
0.45841,0.105494
0.16209,0.190485
0.674254,0.064198
0.268708,0.323391
0.288351,0.378776
0.877989,0.139675
0.87055,0.210432
0.919074,0.061378
0.859754,0.049329
0.289939,0.403427
0.273304,0.506273
0.787832,0.401431
0.567405,0.581316
0.068485,0.064923
0.698563,0.403986
0.669712,0.118221
0.461469,0.895248
0.440094,0.474708
0.368081,0.520458
0.398149,0.584198
0.71563,0.155111
0.572625,0.683152
0.316077,0.56103
0.588163,0.138346
0.518167,0.704967
0.483163,0.172144
0.697418,0.233461
0.568881,0.482188
0.783232,0.148407
0.266886,0.049755
0.113092,0.185012
0.778053,0.149115
0.7316,0.523318
0.635592,0.541286
0.426949,0.421922
0.207087,0.103624
0.461306,0.233215
0.874861,0.098732
0.519088,0.201302
0.453213,0.404603
0.238752,0.028004
0.20945,0.285094
0.631708,0.34746
0.700994,0.076242
0.640172,0.385642
0.396735,0.048259
0.50249,0.141489
0.624543,0.089134
0.599465,0.724679
0.59263,0.384688
0.248493,0.40924
0.237733,0.413412
0.56582,0.091216
0.512817,0.563301
0.899848,0.077603
0.585829,0.788852
0.623228,0.581951
0.425229,0.632929
0.064153,0.123147
0.423421,0.261375
0.290127,0.5302
0.3969,0.536876
0.438838,0.208779
0.563507,0.289861
0.489606,0.826141
0.81296,0.337499
0.67116,0.416861
0.552101,0.122164
0.787645,0.390593
0.178111,0.199406
0.375477,0.155837
0.673906,0.426198
0.797003,0.336608
0.260731,0.339396
0.32337,0.615814
0.285135,0.197261
0.504307,0.910405
0.593885,0.182296
0.203479,0.360148
0.717482,0.396715
0.9405,0.012739
0.524227,0.701375
0.329296,0.135129
0.65136,0.062324
0.092792,0.106255
0.695565,0.006083
0.578247,0.327717
0.534935,0.623469
0.531394,0.508592
0.42009,0.531354
0.520183,0.436365
0.594526,0.746763
0.547082,0.400045
0.427269,0.593225
0.281211,0.178506
0.464433,0.294199
0.805264,0.137293
0.666629,0.379156
0.468079,0.013614
0.640973,0.523557
0.352541,0.296791
0.278186,0.070287
0.575937,0.085194
0.787967,0.384383
0.552415,0.516047
0.315355,0.486564
0.732923,0.518937
0.483643,0.446278
0.098293,0.162386
0.530565,0.679173
0.653413,0.343457
0.40463,0.207364
0.564796,0.433804
0.565354,0.517085
0.579987,0.61327
0.535846,0.300321
0.651735,0.558116
0.703343,0.308029
0.51441,0.783217
0.835005,0.237096
0.547498,0.070617
0.599057,0.378945
0.939759,0.043013
0.53457,0.632699
0.05904,0.079615
0.524385,0.896747
0.490994,0.019846
0.32887,0.096178
0.832984,0.06768
0.329481,0.165852
0.600552,0.653906
0.859584,0.002571
0.464025,0.364503
0.52004,0.144668
0.478302,0.234247
0.454741,0.553017
0.465325,0.816087
0.159625,0.143456
0.740269,0.241404
0.8159,0.107553
0.37895,0.44277
0.468776,0.738718
0.2693,0.108412
0.538242,0.163119
0.308129,0.551841
0.523346,0.359782
0.661358,0.194503
0.45529,0.685913
0.554143,0.327046
0.281101,0.31772
0.839635,0.261847
0.550041,0.787936
0.470677,0.590631
0.169474,0.148992
0.334721,0.442148
0.450821,0.812562
0.825659,0.260846
0.567815,0.576455
0.717243,0.386175
0.531276,0.409989
0.473781,0.068545
0.298463,0.0636
0.562447,0.867876
0.332472,0.093048
0.270918,0.419906
0.692432,0.287722
0.225011,0.010625
0.584487,0.240313
0.952138,0.007049
0.523926,0.070766
0.760665,0.354149
0.24263,0.448575
0.605657,0.565394
0.159954,0.275954
0.416503,0.764603
0.4793,0.344884
0.245852,0.455715
0.525423,0.096196
0.468484,0.842002
0.566814,0.392917
0.090733,0.035428
0.150046,0.056339
0.13191,0.029538
0.388612,0.39519
0.488494,0.685958
0.392913,0.573293
0.387284,0.349282
0.792823,0.238505
0.839838,0.099689
0.393213,0.60467
0.144007,0.200402
0.533051,0.501937
0.86385,0.148698
0.426736,0.756044
0.149733,0.216496
0.655965,0.044788
0.514461,0.742069
0.393811,0.723272
0.540543,0.397779
0.673856,0.205903
0.30504,0.415583
0.256866,0.415545
0.63066,0.507892
0.36387,0.717588
0.502466,0.168508
0.867487,0.073118
0.329005,0.417957
0.536331,0.025028
0.826807,0.16544
0.411778,0.126649
0.250327,0.094142
0.563393,0.302981
0.050197,0.019266
0.410505,0.419535
0.387159,0.461247
0.380223,0.499219
0.455706,0.581022
0.890046,0.056869
0.573669,0.429625
0.534225,0.664927
0.489001,0.903286
0.57527,0.107794
0.832302,0.020628
0.510861,0.887898
0.721196,0.401806
0.671579,0.093756
0.343269,0.679388
0.764997,0.044409
0.561395,0.788933
0.484206,0.115698
0.382158,0.588758
0.640752,0.12701
0.480625,0.532804
0.16291,0.24291
0.50321,0.704314
0.164247,0.157939
0.636128,0.500355
0.303797,0.520215
0.522624,0.082677
0.701668,0.375461
0.91374,0.169362
0.78531,0.207853
0.578098,0.509071
0.349526,0.452596
0.095202,0.122864
0.431851,0.530041
0.738662,0.27958
0.684778,0.118598
0.676692,0.272807
0.373757,0.084438
0.675266,0.032149
0.30589,0.221851
0.373019,0.707478
0.735312,0.052067
0.424345,0.150179
0.639464,0.274638
0.46707,0.709232
0.095093,0.168291
0.696153,0.185477
0.627731,0.519978
0.380247,0.378797
0.623593,0.350991
0.623278,0.332885
0.661804,0.529239
0.669762,0.654723
0.520129,0.417187
0.926435,0.143946
0.384167,0.218665
0.564293,0.618897
0.804902,0.35842
0.55646,0.69826
0.801864,0.149177
0.311285,0.016997
0.412501,0.607653
0.538797,0.73481
0.60839,0.265086
0.588891,0.097739
0.537952,0.771984
0.459647,0.914334
0.165644,0.159162
0.340586,0.629067
0.474437,0.255929
0.488207,0.784614
0.433525,0.375562
0.521918,0.254673
0.807551,0.127772
0.096134,0.182235
0.558071,0.851079
0.701084,0.002291
0.222589,0.037235
0.244657,0.453592
0.243244,0.153874
0.437038,0.081602
0.690153,0.591
0.329144,0.139146
0.473906,0.435007
0.161264,0.14451
0.778463,0.262935
0.640866,0.704484
0.379444,0.043614
0.60651,0.15339
0.371758,0.484429
0.433793,0.062753
0.487493,0.500865
0.599598,0.205758
0.570421,0.792981
0.433925,0.161309
0.499979,0.984796
0.378116,0.742783
0.267648,0.238847
0.714683,0.038043
0.695818,0.392007
0.205728,0.375238
0.619637,0.466364
0.572417,0.241699
0.490622,0.961121
0.668299,0.506909
0.736736,0.247317
0.70779,0.218941
0.6652,0.369876
0.510868,0.788188
0.651643,0.08405
0.732397,0.062213
0.20598,0.383968
0.158163,0.294541
0.647021,0.4375
0.35541,0.65872
0.60994,0.637034
0.533849,0.916422
0.803087,0.20376
0.24989,0.25208
0.504476,0.413585
0.34391,0.389569
0.520281,0.328651
0.456488,0.581915
0.859089,0.033209
0.760302,0.381881
0.368678,0.166848
0.162395,0.216514
0.15302,0.236477
0.775634,0.36224
0.439247,0.334526
0.445206,0.246517
0.770543,0.420038
0.339005,0.526821
0.440485,0.837663
0.173746,0.051396
0.492916,0.462109
0.168269,0.257811
0.069357,0.049475
0.117553,0.174682
0.570378,0.633452
0.439178,0.199943
0.364552,0.348708
0.398245,0.416819
0.605806,0.338429
0.47643,0.615838
0.594103,0.482579
0.337252,0.306412
0.90069,0.025295
0.832101,0.118894
0.909352,0.000689
0.777184,0.287035
0.523503,0.611255
0.374902,0.596255
0.42979,0.615428
0.521307,0.743413
0.650293,0.436261
0.420355,0.181675
0.437942,0.640187
0.268169,0.502368
0.49248,0.377554
0.665576,0.297855
0.333765,0.019438
0.548772,0.23725
0.330077,0.211853
0.5919,0.131186
0.289176,0.051934
0.518457,0.748367
0.369263,0.299305
0.59446,0.676081
0.3489,0.618826
0.841536,0.103291
0.387332,0.010688
0.412866,0.095013
0.397421,0.676879
0.617255,0.068742
0.400097,0.474438
0.476483,0.914565
0.376646,0.220556
0.333062,0.511982
0.28896,0.441041
0.372551,0.356426
0.573554,0.463355
0.812895,0.274082
0.289461,0.544051
0.258131,0.322608
0.645282,0.665332
0.758047,0.257341
0.520847,0.347515
0.517996,0.95348
0.684391,0.055003
0.266474,0.383796
0.449063,0.113851
0.050431,0.08669
0.329332,0.024323
0.532434,0.766817
0.375344,0.020533
0.881923,0.145529
0.194211,0.197669
0.391714,0.246547
0.913253,0.017612
0.46419,0.728393
0.533917,0.49804
0.408852,0.641036
0.606851,0.661913
0.610355,0.52011
0.672411,0.520746
0.575536,0.297481
0.899076,0.162048
0.397638,0.072487
0.49054,0.017158
0.451451,0.67236
0.794678,0.104721
0.685218,0.478421
0.528191,0.237501
0.695717,0.253433
0.15992,0.307935
0.500022,0.061943
0.490709,0.460693
0.387068,0.340631
0.835721,0.297495
0.092616,0.081863
0.567168,0.315793
0.439962,0.369854
0.391114,0.400211
0.098349,0.016021
0.32288,0.008303
0.747537,0.45506
0.313524,0.525771
0.072266,0.003469
0.231184,0.255236
0.34389,0.033158
0.49951,0.781943
0.482893,0.626935
0.747216,0.20192
0.375057,0.477529
0.853326,0.211913
0.748185,0.127677
0.515247,0.656225
0.411414,0.318549
0.765898,0.460456
0.75752,0.161355
0.833832,0.041133
0.616979,0.372341
0.567377,0.593053
0.567311,0.144825
0.776731,0.11197
0.445089,0.774647
0.37951,0.016565
0.768421,0.008777
0.797943,0.369148
0.46178,0.877091
0.111151,0.045699
0.475877,0.370471
0.094628,0.008409
0.528229,0.866541
0.248604,0.250605
0.550696,0.062377
0.26565,0.088771
0.732584,0.357432
0.610996,0.678837
0.86208,0.157901
0.941852,0.100942
0.664948,0.120834
0.51099,0.018328
0.564384,0.134107
0.576847,0.615917
0.246451,0.45529
0.389009,0.507602
0.283902,0.051089
0.713211,0.122316
0.155838,0.015125
0.515034,0.520638
0.376586,0.582394
0.359748,0.232463
0.478958,0.105128
0.478729,0.012353
0.641529,0.297893
0.24197,0.353718
0.474535,0.827034
0.543213,0.047448
0.438108,0.24048
0.141523,0.218158
0.221631,0.230086
0.593114,0.478469
0.514168,0.241771
0.761207,0.465722
0.231861,0.026293
0.651797,0.149145
0.534512,0.664325
0.711272,0.218938
0.482289,0.292908
0.854509,0.032482
0.695666,0.295173
0.135822,0.182043
0.359579,0.306719
0.317788,0.493003
0.354599,0.338979
0.517754,0.757032
0.489842,0.43692
0.418237,0.149761
0.582808,0.163713
0.137659,0.094662
0.589143,0.261046
0.330056,0.366095
0.525683,0.436091
0.458839,0.172733
0.613759,0.059427
0.651267,0.275985
0.074114,0.116022
0.469445,0.177261
0.466124,0.687518
0.416847,0.262105
0.746543,0.381424
0.464705,0.220526
0.454532,0.745363
0.740396,0.497035
0.389439,0.386727
0.35201,0.099082
0.383124,0.543144
0.466786,0.755507
0.59683,0.41417
0.349469,0.378052
0.738972,0.133454
0.673646,0.000143
0.287825,0.112065
0.549676,0.791871
0.569677,0.152332
0.365474,0.148122
0.901123,0.073112
0.913252,0.047436
0.1457,0.143168
0.40925,0.418673
0.243614,0.053156
0.486279,0.822333
0.464713,0.413396
0.484179,0.703351
0.62131,0.493921
0.384812,0.644483
0.165616,0.264559
0.217479,0.343035
0.568076,0.466936
0.623842,0.352912
0.733678,0.188882
0.539114,0.609823
0.3576,0.277193
0.581391,0.589743
0.606016,0.20173
0.461561,0.049744
0.547882,0.328007
0.264336,0.447724
0.599095,0.550083
0.784715,0.084615
0.582164,0.232479
0.602743,0.404471
0.380694,0.373438
0.461244,0.184574
0.412623,0.117589
0.586522,0.459642
0.156545,0.257725
0.544145,0.666713
0.404959,0.80744
0.704354,0.439829
0.472112,0.068554
0.873377,0.157745
0.705047,0.481992
0.158938,0.174064
0.639475,0.441055
0.614454,0.112095
0.704696,0.360352
0.638187,0.641454
0.537419,0.264071
0.875233,0.14654
0.908143,0.080606
0.44585,0.217776
0.758696,0.162921
0.452652,0.842349
0.438951,0.474092
0.342762,0.346311
0.6002,0.327737
0.457392,0.335009
0.639654,0.521456
0.411198,0.741638
0.924231,0.071495
0.27854,0.406867
0.579548,0.112977
0.395532,0.724229
0.53659,0.691468
0.417334,0.702423
0.268412,0.109208
0.623151,0.212019
0.43022,0.066415
0.344021,0.409194
0.232809,0.336547
0.663991,0.053955
0.34383,0.05593
0.827362,0.199079
0.419838,0.549908
0.516336,0.342213
0.880581,0.172102
0.563604,0.332546
0.597443,0.169935
0.502258,0.133985
0.520564,0.365535
0.26248,0.472264
0.391076,0.321056
0.298692,0.421031
0.436473,0.794124
0.591685,0.714134
0.767887,0.256332
0.801892,0.139479
0.877059,0.157053
0.404798,0.110352
0.545417,0.795999
0.359034,0.671637
0.341069,0.612087
0.204707,0.338818
0.336293,0.282316
0.390408,0.41925
0.282857,0.368424
0.145833,0.122595
0.792217,0.151759
0.430925,0.792727
0.399195,0.555462
0.686461,0.226965
0.416436,0.689497
0.778799,0.124057
0.744684,0.251073
0.409607,0.44649
0.547135,0.438861
0.454938,0.670969
0.43593,0.542782
0.537559,0.615379
0.862094,0.21462
0.75722,0.387387
0.505737,0.695385
0.463268,0.369588
0.847578,0.053608
0.653698,0.20478
0.693103,0.49827
0.586145,0.579135
0.275271,0.480769
0.403034,0.034317
0.433347,0.441374
0.689944,0.221086
0.275214,0.5303
0.313452,0.292992
0.575361,0.540329
0.260352,0.272947
0.498162,0.1045
0.431684,0.257334
0.399921,0.624421
0.694471,0.561971
0.563927,0.689116
0.505727,0.7129
0.299386,0.074553
0.366568,0.375152
0.39922,0.747113
0.495839,0.138058
0.236971,0.002704
0.813048,0.068721
0.570888,0.366856
0.35147,0.520521
0.851416,0.132642
0.71774,0.499182
0.587987,0.362013
0.657997,0.353743
0.31764,0.354102
0.764593,0.335536
0.422752,0.43458
0.138596,0.230603
0.362193,0.34047
0.746255,0.102918
0.774767,0.015225
0.593979,0.27607
0.444521,0.047887
0.52561,0.479518
0.906622,0.120521
0.121894,0.145495
0.583022,0.711422
0.294371,0.249263
0.618098,0.404465
0.507127,0.362974
0.672849,0.103748
0.918892,0.007145
0.45796,0.253055
0.472042,0.839965
0.775132,0.170786
0.165645,0.174999
0.468713,0.907743
0.462569,0.14304
0.33335,0.20414
0.713133,0.363338
0.237181,0.295474
0.37152,0.095739
0.239181,0.155146
0.315237,0.356306
0.302265,0.240522
0.342262,0.390026
0.594084,0.41779
0.22521,0.013438
0.643074,0.606339
0.459644,0.747849
0.534871,0.23059
0.632422,0.720008
0.534375,0.121782
0.347077,0.632782
0.468049,0.47343
0.294452,0.40954
0.201083,0.239389
0.474568,0.224199
0.168137,0.149719
0.202457,0.045853
0.836966,0.148613
0.390757,0.564927
0.53191,0.181239
0.606758,0.566088
0.587621,0.621985
0.520893,0.139346
0.639599,0.113212
0.18865,0.175423
0.751693,0.277598
0.762501,0.334491
0.70763,0.273196
0.424972,0.519933
0.222925,0.249309
0.151024,0.092879
0.708927,0.57216
0.188918,0.190394
0.6018,0.425388
0.711225,0.548404
0.132614,0.073979
0.477455,0.818473
0.461936,0.331621
0.342728,0.548539
0.196754,0.180227
0.717113,0.226979
0.372952,0.266602
0.72532,0.1516
0.463432,0.6945
0.489294,0.052384
0.650056,0.664066
0.185718,0.3456
0.48479,0.820773
0.604763,0.628867
0.301361,0.470261
0.779701,0.147211
0.789071,0.098147
0.654211,0.240204
0.786283,0.355188
0.426656,0.351822
0.471683,0.487295
0.428099,0.438044
0.770072,0.436626
0.51815,0.680894
0.453767,0.221312
0.566133,0.296934
0.809415,0.330995
0.362581,0.46534
0.616384,0.203873
0.380794,0.397929
0.360883,0.174669
0.381048,0.189372
0.843938,0.285033
0.400961,0.702585
0.229898,0.160425
0.113258,0.175636
0.264762,0.225919
0.699688,0.131588
0.194776,0.203324
0.341474,0.404669
0.347317,0.177816
0.547746,0.018119
0.211977,0.347063
0.256302,0.304946
0.28218,0.541428
0.143385,0.284547
0.261811,0.046407
0.706983,0.011086
0.25127,0.423087
0.287652,0.121153
0.168282,0.042261
0.682749,0.231231
0.366964,0.668163
0.467878,0.930724
0.698477,0.351052
0.710283,0.296122
0.716959,0.036997
0.813258,0.326414
0.522628,0.274775
0.17662,0.138999
0.206656,0.334235
0.097385,0.01725
0.491198,0.619468
0.526973,0.526455
